npm verbose cli C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node.exe C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\bin\npm-cli.js
npm info using npm@10.9.3
npm info using node@v22.19.0
npm verbose title npm install
npm verbose argv "install" "--package-lock-only" "--loglevel" "verbose"
npm http fetch GET 200 https://registry.npmmirror.com/ms 304ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fhelper-validator-option 2564ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/baseline-browser-mapping 146ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/electron-to-chromium 175ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/node-releases 200ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/update-browserslist-db 115ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/yallist 267ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/caniuse-lite 2469ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@oozcitak%2fdom 555ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@oozcitak%2futil 589ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@oozcitak%2finfra 595ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/js-yaml 278ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/crossws 519ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/rou3 1087ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fbabel__template 273ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fbabel__generator 284ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fbabel__traverse 287ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/escalade 269ms (cache revalidated)
npm http cache https://registry.npmmirror.com/eslint 14ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@eslint%2fobject-schema 139ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fjson-schema 169ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/levn 127ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/import-fresh 301ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/strip-json-comments 265ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@humanfs%2fcore 120ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@humanfs%2ftypes 119ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/uri-js 135ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/fast-json-stable-stringify 269ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/json-schema-traverse 281ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/supports-color 288ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/path-key 282ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/ansi-styles 580ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/shebang-command 282ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/esrecurse 108ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/acorn 123ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/estraverse 156ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/acorn-jsx 178ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/flat-cache 172ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/path-exists 120ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/which 731ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/locate-path 166ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/prelude-ls 121ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/deep-is 109ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/is-extglob 288ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/brace-expansion 319ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/word-wrap 138ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/type-check 118ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/fast-levenshtein 126ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/parent-module 291ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/resolve-from 292ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/argparse 294ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/punycode 271ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/color-convert 311ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/has-flag 315ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/color-name 282ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/shebang-regex 279ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/isexe 291ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@pkgr%2fcore 596ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/fast-diff 1135ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/flatted 118ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/keyv 258ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/p-locate 127ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/json-buffer 263ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/callsites 307ms (cache revalidated)
npm http cache https://registry.npmmirror.com/lightningcss-wasm/-/lightningcss-wasm-1.32.0.tgz 0ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/p-limit 296ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-darwin-arm64 533ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fcolour 547ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-darwin-x64 1011ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-darwin-arm64 557ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-darwin-x64 552ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linux-arm 556ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linux-arm64 563ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linux-ppc64 564ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linux-riscv64 497ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linux-x64 523ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linux-s390x 545ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linux-arm 571ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linuxmusl-x64 859ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linux-arm64 501ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-libvips-linuxmusl-arm64 1220ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linux-s390x 564ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linux-riscv64 615ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linux-ppc64 1052ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linux-x64 703ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linuxmusl-arm64 666ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-linuxmusl-x64 525ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-wasm32 946ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-win32-ia32 884ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-win32-arm64 1335ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@cloudflare%2fworkerd-darwin-arm64 611ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@cloudflare%2fworkerd-linux-arm64 592ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@img%2fsharp-win32-x64 1390ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@cloudflare%2fworkerd-darwin-64 1138ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@cloudflare%2fworkerd-linux-64 588ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@cloudflare%2fworkerd-windows-64 539ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@poppinss%2fcolors 494ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/cookie 289ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@poppinss%2fdumper 557ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@speed-highlight%2fcore 535ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/youch-core 552ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/concat-map 255ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/balanced-match 275ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/yocto-queue 145ms (cache revalidated)
npm http cache https://registry.npmmirror.com/react 31ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/get-nonce 511ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/detect-node-es 891ms (cache revalidated)
npm http cache https://registry.npmmirror.com/react 33ms (cache hit)
npm http cache https://registry.npmmirror.com/react-dom 42ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/prop-types 312ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/fast-equals 618ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/decimal.js-light 322ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-array 287ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-ease 386ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/react-transition-group 1066ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-interpolate 300ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-scale 524ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-shape 522ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-time 398ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-timer 328ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-array 309ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-ease 291ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-interpolate 335ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-scale 317ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-timer 391ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-time 400ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-shape 1025ms (cache revalidated)
npm http cache https://registry.npmmirror.com/react 45ms (cache hit)
npm http cache https://registry.npmmirror.com/react-dom 184ms (cache hit)
npm http cache https://registry.npmmirror.com/react-is 88ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/object-assign 358ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/loose-envify 382ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@babel%2fruntime 325ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/dom-helpers 535ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@emnapi%2fruntime 311ms (cache revalidated)
npm http cache https://registry.npmmirror.com/eslint 20ms (cache hit)
npm http cache https://registry.npmmirror.com/typescript 115ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/ts-api-utils 522ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2ftype-utils 587ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2fscope-manager 1200ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2fvisitor-keys 1296ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2fscope-manager 1918ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2ftypes 1858ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2ftsconfig-utils 867ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@typescript-eslint%2fproject-service 1706ms (cache revalidated)
npm http cache https://registry.npmmirror.com/@typescript-eslint%2ftsconfig-utils 199ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-path 564ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/internmap 537ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@types%2fd3-color 579ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-color 269ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-time-format 266ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-format 284ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/d3-path 346ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fandroid-arm64 411ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fandroid-arm 417ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2faix-ppc64 423ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fandroid-x64 265ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fdarwin-x64 320ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fdarwin-arm64 329ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2ffreebsd-arm64 278ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-arm 311ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2ffreebsd-x64 321ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-ia32 300ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-arm64 410ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-loong64 328ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-mips64el 307ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-ppc64 307ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-riscv64 358ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-x64 293ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2flinux-s390x 314ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fnetbsd-arm64 272ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fnetbsd-x64 265ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fopenbsd-arm64 262ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fsunos-x64 305ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fopenharmony-arm64 325ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fopenbsd-x64 704ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fwin32-arm64 322ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fwin32-ia32 383ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@esbuild%2fwin32-x64 450ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/nanoid 306ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-darwin-arm64 318ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-win32-arm64-msvc 297ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-android-arm64 330ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-freebsd-arm64 299ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-arm64-musl 302ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-android-arm-eabi 318ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-arm64-gnu 633ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-arm-gnueabihf 315ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-arm-musleabihf 288ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-win32-ia32-msvc 312ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-loong64-gnu 345ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-loong64-musl 332ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-riscv64-musl 306ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-riscv64-gnu 355ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-ppc64-gnu 289ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-ppc64-musl 290ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-s390x-gnu 286ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-darwin-x64 350ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-win32-x64-gnu 318ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-win32-x64-msvc 314ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-freebsd-x64 337ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-linux-x64-musl 288ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-openbsd-x64 302ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@rollup%2frollup-openharmony-arm64 305ms (cache revalidated)
npm http cache https://registry.npmmirror.com/typescript 342ms (cache hit)
npm http fetch GET 200 https://registry.npmmirror.com/rosie-skills-freebsd-x64 568ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/rosie-skills-linux-x64 577ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/rosie-skills-darwin-arm64 619ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@oozcitak%2furl 599ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@sindresorhus%2fis 348ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/kleur 584ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/@poppinss%2fexception 729ms (cache revalidated)
npm http fetch GET 200 https://registry.npmmirror.com/error-stack-parser-es 513ms (cache revalidated)
npm http fetch POST 404 https://registry.npmmirror.com/-/npm/v1/security/advisories/bulk 1359ms
npm http fetch POST 404 https://registry.npmmirror.com/-/npm/v1/security/audits/quick 170ms
npm verbose audit error HttpErrorGeneral: 404 Not Found - POST https://registry.npmmirror.com/-/npm/v1/security/audits/quick - [NOT_IMPLEMENTED] /-/npm/v1/security/* not implemented yet
npm verbose audit error     at C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\node_modules\npm-registry-fetch\lib\check-response.js:103:15
npm verbose audit error     at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
npm verbose audit error     at async [getReport] (C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\node_modules\@npmcli\arborist\lib\audit-report.js:336:21)
npm verbose audit error     at async AuditReport.run (C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\node_modules\@npmcli\arborist\lib\audit-report.js:106:19)
npm verbose audit error     at async Arborist.reify (C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\node_modules\@npmcli\arborist\lib\arborist\reify.js:268:24)
npm verbose audit error     at async Install.exec (C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\lib\commands\install.js:150:5)
npm verbose audit error     at async Npm.exec (C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\lib\npm.js:207:9)
npm verbose audit error     at async module.exports (C:\Users\Phumeh\.nvm\versions\node\v22.19.0\bin\node_modules\npm\lib\cli\entry.js:74:5) {
npm verbose audit error   headers: [Object: null prototype] {
npm verbose audit error     server: [ 'Tengine' ],
npm verbose audit error     date: [ 'Mon, 25 May 2026 12:34:01 GMT' ],
npm verbose audit error     'content-type': [ 'application/json' ],
npm verbose audit error     'transfer-encoding': [ 'chunked' ],
npm verbose audit error     connection: [ 'keep-alive' ],
npm verbose audit error     'strict-transport-security': [ 'max-age=5184000' ],
npm verbose audit error     via: [ 'ens-cache1.za6[,404666]' ],
npm verbose audit error     'timing-allow-origin': [ '*' ],
npm verbose audit error     eagleid: [ '9b66c39517797124414012696e' ],
npm verbose audit error     'x-fetch-attempts': [ '1' ]
npm verbose audit error   },
npm verbose audit error   statusCode: 404,
npm verbose audit error   code: 'E404',
npm verbose audit error   method: 'POST',
npm verbose audit error   uri: 'https://registry.npmmirror.com/-/npm/v1/security/audits/quick',
npm verbose audit error   body: {
npm verbose audit error     error: '[NOT_IMPLEMENTED] /-/npm/v1/security/* not implemented yet'
npm verbose audit error   },
npm verbose audit error   pkgid: undefined
npm verbose audit error }

up to date in 1m

124 packages are looking for funding
  run `npm fund` for details
npm verbose cwd C:\Users\Phumeh\Downloads\phunyezwa_portfolio\guardian-health-ai
npm verbose os Windows_NT 10.0.26200
npm verbose node v22.19.0
npm verbose npm  v10.9.3
npm verbose exit 0
npm info ok
